LIN,CODIGO,RAMO,NOM_ART,TAM,PRES,UNIDAD,CCJ_CON,CCJ_SIN,CU_CON,CU_SIN,PREV_CON,PREV_SIN,FECH_AN,FECH_AC,IVA,GAN,EXIS,UBICA,STK,PROV,SI
DUL,7702007009293,,LATA FLOREADA C/CHOCOLATES 20 PZ,20 PZ,1,LATA,0.00,21.10,0.00,21.10,0.00,27.00,,09/04/2007,0,28.0,0,,0,GARIS,
DUL,7501059224124,,CAJETOSO CACAHUATOSO 20 GS,20 GR,10,CAJA,0.00,45.20,0.00,4.52,0.00,6.00,26/06/2010,16/07/2010,0,32.7,-13,,0,GARIS,
FER,72868145100,,CAZAMOSCAS MOSQUERO 4 PZA,4 PZA,24,CAJA,388.00,334.48,16.17,13.94,21.00,18.10,08/07/2010,08/07/2010,16,29.9,4,,0,GARIS,
ABA,7501943431249,,KOTEX PROTECT REG MANZ 22 PZ,,14,PTE,111.00,95.69,7.93,6.83,10.00,8.62,06/04/2011,06/04/2011,16,26.1,25,,0,GARIS,
ABA,37000394969,,NATURELLA NOC F/ABU C/A 14 P,14 PZ,16,PTE,352.00,303.45,22.00,18.97,27.00,23.28,16/02/2011,16/02/2011,16,22.7,12,,0,GARIS,
DES,0,,BASE P/PORTAGLOBO P/UNO,,1,PZA,1.10,0.96,1.10,0.96,2.00,1.74,,12/04/2007,16,81.8,50,,0,GEMSA,
JAR,0,,SERVILLETERO C/ADOR X PTE,,1,PTE,39.00,33.91,39.00,33.91,51.01,44.36,,12/04/2007,16,30.8,0,,0,,
JAR,0,,SALERO C/ADORNO XPTE,,1,PTE,25.00,21.74,25.00,21.74,34.00,29.57,,12/04/2007,16,36.0,0,,0,,
DUL,7501011161542,,CHEETOS VERDES 25 GR,25 GR,1,PZA,0.00,2.94,0.00,2.94,0.00,4.00,02/08/2009,02/08/2009,0,36.1,-3,,0,SABRI,
ABA,7501035910041,LIMPIADOR,FABULOSO 1 L MAR FRESCO,1 LT,12,PZA,160.00,137.93,13.33,11.49,16.20,13.97,04/04/2011,04/04/2011,16,21.5,-33,,0,GARIS,
FER,0,,ELIMINAD MCA-44 MITZU,MCA 44,1,PZA,48.15,41.87,48.15,41.87,65.00,56.52,,15/04/2007,16,35.0,12,,0,D F,
,7502209232013,,LLUVIA DE NIEVE 242 ML,242 M,1,PZA,7.20,6.26,7.20,6.26,10.00,8.70,,16/04/2007,16,38.9,0,,0,GARIS,
LIM,7501032900113,,MUSCULOSO 650 GS ANTIGRASA,650 ML,12,PZA,348.00,300.00,29.00,25.00,36.00,31.03,09/03/2011,09/03/2011,16,24.1,-17,,0,GARIS,
LIM,7501199400815,,BREF 640 ML SUPER PODER QUITAGRA,640 ML,1,PZA,25.00,21.74,25.00,21.74,30.50,26.52,,16/04/2007,16,22.0,-4,,0,GARIS,
ABA,34587090468,,CHILE Y LIMON LA FINA 125 GR,125 GR,1,PZA,0.00,9.00,0.00,9.00,0.00,12.50,15/12/2008,15/12/2008,0,38.9,0,,0,GARIS,
DUL,719886211362,,BRILLO LIPS BRATZ 35 GR UVA,35 GR,12,CAJA,0.00,25.30,0.00,2.11,0.00,3.00,,17/04/2007,0,42.3,0,,0,GARIS,
DUL,7501186867577,,CONO CON CHOCOLATES 135 GR,135 GR,1,PZA,0.00,16.63,0.00,16.63,0.00,21.00,,17/04/2007,0,26.3,0,,0,GARIS,
DUL,719886511899,,BRILLO LIPS BRATZ 35 GR CEREZA,35 GR,12,CAJA,0.00,25.30,0.00,2.11,0.00,3.00,,17/04/2007,0,42.3,0,,0,GARIS,
DUL,717557002042,,LAPOSSE CARAMELOS 200 GR,200 GR,1,PZA,0.00,10.30,0.00,10.30,0.00,13.00,22/07/2007,22/07/2007,0,26.2,-3,,0,32.50,
PER,75012281,,MUM BOLITA 65 ML FLORAL,65 ML,1,PZA,11.40,9.83,11.40,9.83,15.00,12.93,22/04/2010,22/04/2010,16,31.6,-1,,0,GARIS,
PER,7501032920456,,TEMPO 340 G CERA P/TODO TIPO,340 GR,1,PZA,56.00,48.28,56.00,48.28,70.00,60.34,28/05/2010,28/05/2010,16,25.0,6,,0,GARIS,
PER,7501032920357,,TEMPO 340 G CERA/A POLISH,340 GR,1,PZA,43.00,37.39,43.00,37.39,54.00,46.96,,17/04/2007,16,25.6,12,,0,GARIS,
ABA,7501032922207,,TEMPO PROTEC 288 ML UV,288,1,PZA,24.00,20.87,24.00,20.87,30.50,26.52,,17/04/2007,16,27.1,11,,0,GARIS,
PER,7501032920654,,TEMPO 340 G CERA/A/NUEVOS,340 GR,1,PZA,43.00,37.39,43.00,37.39,54.00,46.96,,17/04/2007,16,25.6,11,,0,GARIS,
ABA,7501032900403,,TEMPO POLISH 473 ML LIQ,473,1,PZA,52.00,44.83,52.00,44.83,65.00,56.03,,29/05/2010,16,25.0,5,,0,GARIS,
PAP,0,,LAPICERO SHARP MULTIHUSO,,20,PZA,103.50,90.00,5.18,4.50,7.00,6.09,,17/04/2007,16,35.3,20,,0,SAMS,
ABA,14437001868,,SURTIDO FINO 375 GS GABI,375 G,4,PZA,0.00,79.79,0.00,19.95,0.00,26.00,02/02/2010,02/02/2010,0,30.3,-13,,0,SAMS,
ABA,756774022853,,TUBO 200 G CHOC MALIBU,200 G,1,PZA,0.00,34.00,0.00,34.00,0.00,45.00,,17/04/2007,0,32.4,5,,0,COSTC,
ABA,756774022785,,TUBO 200 G CHOC JACK DANIELS,200 G,1,PZA,0.00,34.00,0.00,34.00,0.00,45.00,,17/04/2007,0,32.4,4,,0,COSTC,
ABA,7501023321026,CONSERVAS,PIÑAS REB S/M 800 GS,800 G,12,LATA,0.00,232.00,0.00,19.33,0.00,24.00,17/02/2011,17/02/2011,0,24.1,-263,,0,GARIS,
ABA,36731184009,BEBIDAS,GATORADE 355 ML.UVA,355,15,PET,99.50,85.78,6.63,5.72,8.50,7.33,11/12/2010,11/12/2010,16,28.1,18,,0,SAMS,
ABA,747839402512,,CERA STA TERESITA 2X1 K,2X1,12,PZA,504.00,434.48,42.00,36.21,52.50,45.26,27/11/2009,22/09/2010,16,25.0,1,,0,GARIS,
,0,,PAPAS 40 G (SABRITAS),,,,,,,,,,,,,,,,,,
PER,7501001287245,,WELLATON 20.NEGRO,1,12,CAJA,400.00,344.83,33.33,28.74,40.00,34.48,22/03/2011,22/03/2011,16,20.0,18,,0,GARIS,
PER,7501027209641,TINTES,NUTRISSE 21 MORAS,UNI,1,PZA,37.00,31.90,37.00,31.90,47.00,40.52,18/02/2011,18/02/2011,16,27.0,-15,,0,GARIS,
ABA,7501175371009,,JABONERA CRISTAL,,1,PZA,7.30,6.29,7.30,6.29,10.00,8.62,06/05/2010,06/05/2010,16,37.0,9,,0,GARIS,
DUL,25046501052,,BOCADIN 50 PZAS,625 GR,1,PTE,0.00,27.90,0.00,27.90,0.00,35.00,24/11/2010,24/11/2010,0,25.4,-1,,0,GARIS,
DUL,7502231640275,,TONY TAMARINDO 480 GR 40 PZ,480 GR,1,PZA,0.00,13.40,0.00,13.40,0.00,17.00,,26/04/2007,0,26.9,0,,0,GARIS,
DUL,732748005169,,ELOTITOS 40 PZAS PALETAS,40 PZ,1,BOLSA,0.00,14.70,0.00,14.70,0.00,18.50,,26/04/2007,0,25.9,0,,0,GARIS,
DUL,725226002828,,CUBIN 100 PZAS CHICLES,100 PZ,1,BOLSA,0.00,14.70,0.00,14.70,0.00,19.00,,26/04/2007,0,29.3,0,,0,GARIS,
DUL,18804002120,,CANELS 100 PZAS SUPERCONFITADO,450 GR,1,BOLSA,0.00,21.00,0.00,21.00,0.00,26.00,,26/04/2007,0,23.8,0,,0,GARIS,
DUL,797038010209,,BUBLI BUBLI 600 GR CHICLES,600 GR,1,BOLSA,0.00,21.80,0.00,21.80,0.00,28.00,11/03/2011,11/03/2011,0,28.4,0,,0,GARIS,
PER,7791293074849,,PATRICHS TERRA 164 ML,164 ML,1,PZA,35.50,30.87,35.50,30.87,43.40,37.74,08/09/2008,08/09/2008,16,22.3,-1,,0,GARIS,
ABA,7501032900519,,TEMPO 650 ML MULTI-USOS,650 ML,1,PZA,41.40,35.69,41.40,35.69,52.00,44.83,29/04/2007,28/05/2010,16,25.6,0,,0,GARIS,
ABA,7501032970192,,RAID RAIDOLITOS C/12 ESP,,1,PZA,8.00,6.96,8.00,6.96,10.00,8.70,,29/04/2007,16,25.0,-5,,0,GARIS,
ABA,7501069210766,,HARINA ARROZ 3 ESTRE 250 G,250,48,PZA,0.00,170.00,0.00,3.54,0.00,4.50,23/12/2010,23/12/2010,0,27.1,-154,,0,GARIS,
MER,748622172773,,LOTERIA GALLO C/BOLSA,BOLSA,1,PZA,10.00,8.62,10.00,8.62,16.00,13.79,06/01/2011,06/01/2011,16,60.0,20,,0,MARBE,
MER,0,,CURLIN PARA ADOR REGALOS,,200,MT,27.00,23.28,0.14,0.12,0.50,0.43,30/03/2011,30/03/2011,16,270.4,0,,0,MARBE,
MER,0,,HILO CAÑAMO 00 TUBO NGRO Y COLOR,]\],12,PZA,40.00,34.78,3.33,2.90,5.00,4.35,,02/03/2008,16,50.0,0,,0,MARBE,
MER,0,,CARRETEL P/MAQUINA,,10,PZA,10.00,8.70,1.00,0.87,2.00,1.74,22/06/2008,22/06/2008,16,100.0,0,,0,,
MER,0,,AGUJA PARA CHAQUIRA,,25,PZA,5.06,4.40,0.20,0.18,0.50,0.43,22/08/2009,22/08/2009,16,147.0,0,,0,MARBE,
MER,0,,DEDAL D/PLASTICO ROJO,,10,PZA,25.00,21.55,2.50,2.16,3.50,3.02,29/07/2010,29/07/2010,16,40.0,0,,0,DF,
MER,0,,HILO TUBO SEDA P/BORDAR,,10,PZA,85.00,73.91,8.50,7.39,12.00,10.44,02/03/2008,02/03/2008,16,41.2,12,,0,MARBE,
MER,0,,CIERRE 20 CM NYLO VESTIDO,20 CMS,1,PZA,0.70,0.60,0.70,0.60,1.50,1.29,09/02/2011,09/02/2011,16,114.3,20,,0,MARBE,
MER,0,,CIERRE 30 CM NAYLO VESTIDO,30 CM,1,PZA,0.94,0.82,0.94,0.82,2.50,2.17,08/06/2009,08/06/2009,16,166.0,20,,0,MARBE,
MER,0,,CIERRE 40 CM NAYLO VESTIDO,40 CM,1,PZA,1.20,1.04,1.20,1.04,3.50,3.04,08/06/2009,08/06/2009,16,191.7,20,,0,MARBE,
MER,0,,CIERRE 50 CM NAYLO VESTIDOS,50 CMT,1,PZA,2.20,1.91,2.20,1.91,4.00,3.48,29/02/2008,29/02/2008,16,81.8,0,,0,MARBE,
MER,0,,CIERRE METAL 15 CM SENCILLO,15 CM,1,PZA,1.30,1.13,1.30,1.13,1.80,1.57,29/02/2008,04/02/2009,16,38.5,20,,0,MARBE,
MER,0,,LISTON POPOTILLO NO 3,NO 3,25,MT,43.50,37.83,1.74,1.51,2.50,2.17,,21/09/2008,16,43.7,0,,0,MARBE,
MER,0,,HILO CHAPARRITO 150 MT,150 MT,12,PZA,26.20,22.59,2.18,1.88,3.00,2.59,07/01/2011,07/01/2011,16,37.4,20,,0,MARBE,
LAC,7501040090707,,YOPLAIT 125 GR NATURAL/GRANOLA,125 GR,24,PZA,0.00,69.60,0.00,2.90,0.00,3.80,01/03/2011,01/03/2011,0,31.0,-206,,0,SAMS,
ABA,7501006716924,DETERGENTE,ARIEL 800 G C/BLANQ,800 GR,20,BOLSA,498.00,429.31,24.90,21.47,29.00,25.00,02/04/2011,02/04/2011,16,16.5,-8,,0,GARIS,
ABA,758104000104,,BONAFONT 330 ML NATURAL,330 ML,24,BOTELLA,0.00,65.33,0.00,2.72,0.00,3.50,10/04/2011,10/04/2011,0,28.6,-67,,0,GARIS,
ABA,706460236101,,PEDIGREE 375 G CACHORRO,375,24,CAJA,408.80,352.41,17.03,14.68,22.00,18.97,19/02/2011,19/02/2011,16,29.2,9,,1,GARIS,
,50875529786,,PLANCHA BLACKDECKER MOD 205,MOD 205,1,PZA,160.00,137.93,160.00,137.93,225.00,193.97,09/04/2010,09/04/2010,16,40.6,0,,0,D F,
ABA,758104002016,AGUA,BONAFONT LEVITE 500 ML MANZ,500 ML,24,PET,104.36,102.30,4.35,4.26,5.50,6.00,23/03/2011,23/03/2011,0,40.8,12,,0,SAMS,
SEM,0,,CACAO 1 K EN BOLA,,1,K,0.00,35.00,0.00,35.00,0.00,46.00,,18/05/2007,0,31.4,0,,0,CENTR,
ABA,0,,PINTURA VEGETAL SOBRE,,10,PZA,0.00,14.00,0.00,1.40,0.00,2.00,08/07/2010,08/07/2010,0,42.9,-1,,0,GEMSA,
FAR,7501008409534,,SARIDON 500 MG,,100,PZ,0.00,102.32,0.00,1.02,0.00,1.50,19/05/2010,19/05/2010,0,46.6,90,,0,GARIS,
PER,7501737425140,,COTY B 70 G STICK ATREVIDA,70 G,1,PZA,22.10,19.05,22.10,19.05,28.00,24.14,15/07/2009,11/07/2010,16,26.7,20,,0,GARIS,
ABA,7501005105866,,SOPA KNORR ARROZ 220 G ESPAÑOL,220 G,12,PTE,0.00,153.00,0.00,12.75,0.00,16.00,23/11/2009,23/11/2009,0,25.5,-45,,0,GARIS,
ABA,7501048100200,,ACEITE CRISTAL 500 M,500 ML,24,PZA,0.00,235.00,0.00,9.79,0.00,11.50,02/04/2011,02/04/2011,0,17.4,-970,,0,GARIS,
ABA,861020186,,CHICLOSOS DE CAJETA CORONADO,250 GR,1,BOLSA,0.00,14.70,0.00,14.70,0.00,18.20,06/05/2010,06/05/2010,0,23.8,-1,,0,GARIS,
SAB,7501011125612,,DORITOS TORO HABANERO 50 GR,50 GR,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,02/12/2008,02/12/2008,0,19.0,-94,,0,SABRI,
ABA,36731106209,,GATORADE 600 ML C/CH MANGO,600 ML,24,PZA,263.00,226.72,10.96,9.45,14.00,12.07,21/08/2010,21/08/2010,16,27.8,-32,,0,GARIS,
ABA,744886375059,REFRESCO,JARRITO 2 LT NARANJA,2 LT,8,PZA,68.50,59.05,8.56,7.38,10.00,8.62,06/03/2009,03/10/2010,16,16.8,-80,,0,AGA,
ABA,744886365050,REFRESCO,JARRITO 2 LT TAMARIN,2 LT,8,PZA,68.50,59.05,8.56,7.38,10.00,8.62,11/09/2008,03/10/2010,16,16.8,-155,,0,AGA,
ABA,7501943459038,ABARROTES,PETALO HIG URES C/4 PZA,24/4,24,BULTO,255.00,219.83,10.63,9.16,13.00,11.21,22/11/2010,22/11/2010,16,22.4,-168,,0,GARIS,
JAR,0,,CUBETA CULAPSA N.12,,1,PZA,17.00,14.66,17.00,14.66,24.00,20.69,07/02/2011,07/02/2011,16,41.2,23,,0,GARIS,
PAP,0,,SILICON LIQ 250 G,250 G,1,PZA,10.00,8.62,10.00,8.62,14.00,12.07,29/07/2009,26/02/2010,16,40.0,0,,0,D F,
PAP,1020860040076,,TIJERA CHINA GDE NEGRA,,1,PZA,12.00,10.34,12.00,10.34,18.00,15.52,29/07/2010,11/12/2010,16,50.0,24,,0,D F,
MER,5026619290033,,BARAJAS P/JUGAR CANASTA,,1,PZA,25.00,21.55,25.00,21.55,35.00,30.17,05/02/2011,05/02/2011,16,40.0,25,,0,D F,
ABA,7501013120325,,AMI 500 ML CITRUS,500 ML,18,PZA,52.00,44.83,2.89,2.49,3.50,3.02,13/10/2010,13/10/2010,16,21.2,2,,0,GARIS,
ABA,7501476464554,TITAN,TITAN 2.5 LT LIMON,2.5 LT,8,PZA,68.50,59.05,8.56,7.38,10.00,8.62,28/09/2010,28/09/2010,16,16.8,-2,,0,TITAN,
MER,0,,VIKINI CAB CH.M.G,,1,PZA,44.00,37.93,44.00,37.93,59.00,50.86,17/12/2010,17/12/2010,16,34.1,12,,0,MARBE,
JUG,0,BALONES,BALON P/FUT BOL,UNI,1,PZA,54.00,46.55,54.00,46.55,75.00,64.66,30/09/2010,30/09/2010,16,38.9,4,,0,CENTR,
MER,0,,PLAYERA T.10 NIÑO,10,6,PTE,108.00,93.91,18.00,15.65,23.50,20.43,,17/06/2007,16,30.6,0,,0,ROGEL,
PAN,7501030419174,BIMBO,BIMBO CONCHAS 180 G C/2,180 G,1,PQT,0.00,9.70,0.00,9.70,0.00,12.00,22/11/2010,22/11/2010,0,23.7,2,,0,BIMBO,
ABA,7501000904259,,GERBER ET 2 113 G JAMON/VER,113 G,24,PZA,0.00,168.00,0.00,7.00,0.00,8.50,17/02/2011,17/02/2011,0,21.4,-20,,0,GARIS,
DUL,7501030473060,BIMBO,BIMBO MULTIGRANO 32 G AVENA,32 G,1,PQT,0.00,3.20,0.00,3.20,0.00,4.00,17/03/2008,19/07/2008,0,25.0,21,,0,BIMBO,
ABA,11848425733,SALSAS,SALSA HABAN 120 ML LA ANITA,120 ML,1,PZA,0.00,8.80,0.00,8.80,0.00,11.00,24/01/2011,24/01/2011,0,25.0,2,,0,GARIS,
ABA,7501006510386,SALSA,SALSA TAQUERA MONTE 220 G,220 G,1,FCO,0.00,6.60,0.00,6.60,0.00,8.50,15/11/2008,30/06/2009,0,28.8,8,,0,GARIS,
DUL,7501030426882,BARCEL,BARCEL JETTERS 60 G,60 G,1,PZA,0.00,2.90,0.00,2.90,0.00,3.50,,19/06/2007,0,20.7,2,,0,BARCE,
DUL,7501030424963,BARCEL,BARCEL CARA PAPA 22 G,60 G,1,PZA,0.00,3.20,0.00,3.20,0.00,4.00,01/01/2008,01/01/2008,0,25.0,2,,0,BARCE,
ABA,743258000209,SALSAS,SALSA MANZANO JOSMAC 250 G,250 G,1,PZA,0.00,10.03,0.00,10.03,0.00,13.00,03/01/2011,03/01/2011,0,29.6,-6,,0,GARIS,
DUL,7501030419464,BARCEL,BARCEL PATATINAS 25 G,60 G,1,PZA,0.00,2.90,0.00,2.90,0.00,3.50,,19/06/2007,0,20.7,-2,,0,BARCE,
ABA,7501017375240,,HUGGIS PULL-UPS C/14 PZA,,1,P,46.00,40.00,46.00,40.00,55.00,47.83,26/04/2008,26/04/2008,16,19.6,0,,0,GARIS,
JAR,7501035908017,FIBRAS,FIBRA AJAX PTE 5 P,5,1,CAJA,13.81,11.91,13.81,11.91,18.00,15.52,18/12/2010,18/12/2010,16,30.3,-11,,0,GARIS,
BEB,7501026422027,,TERNURA CALENTADOR MAMILA 8 ONZ,1,1,PZA,35.00,30.43,35.00,30.43,45.00,39.13,,21/06/2007,16,28.6,0,,0,GARIS,
FER,7501032921606,FERRETERI,TEMPO 650 ML MAYOR BRILLO Y UV,650 ML,1,PZA,55.00,47.83,55.00,47.83,68.00,59.13,,21/06/2007,16,23.6,-1,,0,GARIS,
ABA,0,,SABOR VEGETAL SURT,,1,PZA,0.00,17.50,0.00,17.50,0.00,22.00,,24/06/2007,0,25.7,5,,0,GARIS,
DES,0,,SIFON P/AGUA,,1,PZA,16.00,13.91,16.00,13.91,20.00,17.39,29/04/2008,29/04/2008,16,25.0,0,,0,GARIS,
PER,78921795,,AXE ROLL-ON 50 ML SECO.,,12,PZA,252.00,217.24,21.00,18.10,27.00,23.28,05/03/2011,05/03/2011,16,28.6,23,,0,GARIS,
PER,7501001326449,,SECRET ULTRA 45 G FLORAL.,,1,PZA,25.30,22.00,25.30,22.00,33.00,28.70,30/12/2009,30/12/2009,16,30.4,0,,5,GARIS,
PER,7501001326456,,SECRET ULTRA 45 G GREEN.,,1,PZA,25.30,22.00,25.30,22.00,33.00,28.70,30/12/2009,30/12/2009,16,30.4,4,,5,GARIS,
PER,7501001408442,,SECRET ULTRA 45 G MARACUYA.,,1,PZA,25.30,22.00,25.30,22.00,33.00,28.70,30/12/2009,30/12/2009,16,30.4,3,,5,GARIS,
FAR,7501299303085,,CICLOFERON 2 G COLOR CAFE,2 G,1,PZA,25.60,22.26,25.60,22.26,32.80,28.52,13/11/2008,13/11/2008,16,28.1,0,,1,GARIS,
JAR,0,,ESTROPAJO SARO,100 PZ,25,PTE,65.00,56.52,2.60,2.26,4.50,3.91,11/12/2008,11/12/2008,16,73.1,0,,0,GARIS,
PEF,7501028610057,TOALLITAS,TOALLITAS HUM SUABEBE CAJITA,20,24,PQT,287.00,247.41,11.96,10.31,15.00,12.93,07/06/2010,07/06/2010,16,25.4,-49,,0,GARIS,
ABA,7501199421322,LIMPIADOR,BREF 1 L JAZMIN,1 L,15,PZA,187.10,161.29,12.47,10.75,15.50,13.36,06/05/2010,06/05/2010,16,24.3,-8,,0,GARIS,
ABA,7501001602710,,DOLCA NESCAFE 50 GS,50 G,12,PZA,0.00,201.00,0.00,16.75,0.00,20.50,06/04/2011,06/04/2011,0,22.4,-52,,0,GARIS,
ABA,7501006510379,,SALSA MTE 220 G VERDE,220 G,1,PZA,0.00,5.80,0.00,5.80,0.00,7.50,,26/06/2007,0,29.3,-3,,0,GARIS,
PER,0,,PANTI ACTIVE CANNON CH/M/G LYCRA,1,1,PZA,40.23,34.68,40.23,34.68,52.00,44.83,19/05/2010,19/05/2010,16,29.3,0,,0,GARIS,
PER,0,,TOBIMEDIA DORIAN GREY LIKRA,1,1,PZA,9.50,8.19,9.50,8.19,12.00,10.34,11/03/2010,11/03/2010,16,26.3,0,,0,ROGEL,
MER,7501020854633,,PANTI PREVEN-T SUAVE COMP.,1,1,PZA,48.50,42.17,48.50,42.17,63.00,54.78,,27/06/2007,16,29.9,0,,0,MARBE,
MER,0,,BIKINI ROGEL DAMA,1,12,CAJA,168.00,146.09,14.00,12.17,19.00,16.52,,27/06/2007,16,35.7,0,,0,ROGEL,
MER,0,,BRIANA TOBILLERA 3/5 C/OLAN,1,6,PZAS,92.00,80.00,15.33,13.33,20.00,17.39,28/06/2007,28/06/2007,16,30.4,0,,0,ROGEL,
MER,0,,GAZZARA TOBILLERA 3/5 OLAN,6,6,PZA,86.94,75.60,14.49,12.60,19.00,16.52,08/03/2008,08/03/2008,16,31.1,0,,0,ROGEL,
MER,0,,TRUSA BASILA ALGODON CH/M/GR,CH/M/G,12,PZA,252.00,219.13,21.00,18.26,28.00,24.35,17/06/2009,17/06/2009,16,33.3,0,,0,ROGEL,
MER,0,,PANTALETA LINDA KEER CH.M.GR,CH/M/GR,12,PZAS,160.00,139.13,13.33,11.59,18.00,15.65,,21/03/2009,16,35.0,0,,0,ROGEL,
MER,0,,BRIANA TOBILLERA 1/2 OLAN,1/2,24,PZA,370.00,321.74,15.42,13.41,19.50,16.96,,28/06/2007,16,26.5,0,,0,DF,
ABA,7501017364107,PAÑAL,HUGGIES ULT/C ET 5 NIÑO,5,1,PQT,49.00,42.61,49.00,42.61,58.00,50.43,05/09/2007,05/09/2007,16,18.4,23,,2,GARIS,
FER,7501021110332,INSECTICI,INSECTICIDA H24 180 G SPRY,180 G,1,BOTE,20.00,17.39,20.00,17.39,25.00,21.74,,29/06/2007,16,25.0,-5,,1,,
PAP,0,,LAPIZ RESINA AZUL N0 2,N 2,100,PZA,165.00,143.48,1.65,1.43,2.50,2.17,30/07/2009,30/07/2009,16,51.5,200,,0,CUAHU,
PAP,0,,HOJA DE PARRA,,40,PZA,45.50,39.22,1.14,0.98,1.70,1.47,04/11/2009,13/03/2010,16,49.5,20,,0,CUAHU,
PAP,0,,REFUERZOS ENGOMADOS P.LIB,,10,PZA,14.81,12.88,1.48,1.29,2.00,1.74,10/07/2007,30/07/2007,16,35.0,25,,0,CUAHU,
PAP,0,,BLOCK TAQUIG LARGO,,1,PZA,3.50,3.04,3.50,3.04,5.00,4.35,29/07/2007,09/08/2009,16,42.9,25,,0,MARCH,
PAP,0,,BLOCK TAQUIGRAFIA CORTO,,1,PZA,2.60,2.26,2.60,2.26,4.00,3.48,31/03/2008,09/08/2009,16,53.8,0,,0,MARCH,
ABA,7501045400846,ATUN,ATUN DOLORES 295 GS,295 GR,24,LATA,0.00,377.00,0.00,15.71,0.00,19.00,04/04/2011,04/04/2011,0,21.0,-74,,0,GARIS,
,7501130933099,PALETAS,SOLERO 65 ML CASERO COCO,,30,PZA,0.00,138.50,0.00,4.62,0.00,10.00,10/04/2011,10/04/2011,0,116.6,20,,0,HOLAN,
HEL,7501130932511,,MICHA 473 GR NAPOLITANO,473 GR,1,PZA,0.00,15.00,0.00,15.00,0.00,20.00,08/03/2011,08/03/2011,0,33.3,-45,,0,HOLAN,
PAP,7501249862129,,SEPARADOR CARTA P/CARPETA C/U,,5,PZA,17.00,14.78,3.40,2.96,6.00,5.22,31/07/2007,31/07/2007,16,76.5,10,,0,CUAHI,
VIN,744607049702,,JIMADOR 200 ML REP,,1,PZA,37.00,31.90,37.00,31.90,44.50,38.36,12/04/2010,12/04/2010,16,20.3,-9,,0,GALLO,
ABA,735257001226,GELATINA,GELAT D'GARI AGUA 170 GS MORAS,170 G,50,BOLSA,0.00,303.00,0.00,6.06,0.00,7.30,11/03/2011,11/03/2011,0,20.5,23,,1,GARIS,
PER,7501086472031,,CEPILLO PRO DUTY DURO BCO N,,1,PZA,13.20,11.38,13.20,11.38,17.00,14.66,03/10/2010,03/10/2010,16,28.8,11,,0,GARIS,
PER,75917289,,OLD SPICE ROLL 50 ML PURE.,50 ML,1,PZA,18.90,16.43,18.90,16.43,24.50,21.30,,23/07/2007,16,29.6,3,,0,GARIS,
PER,75020750,,OLD SPICE ROLL 50 ML AQUA.,50 ML,1,PZA,18.90,16.43,18.90,16.43,24.50,21.30,,23/07/2007,16,29.6,4,,0,GARIS,
PER,75917265,,OLD SPICE ROLL 50 ML FRESH.,50 ML,1,PZA,18.90,16.43,18.90,16.43,24.50,21.30,,23/07/2007,16,29.6,4,,0,GARIS,
PER,7501039270325,,JOCKEY BARRA 60 G FIRE.,60 G,1,PZA,23.00,20.00,23.00,20.00,29.00,25.22,,23/07/2007,16,26.1,1,,0,GARIS,
PER,7501039270356,,JOCKEY BARRA 60 G GREEN.,60 G,1,PZA,23.00,20.00,23.00,20.00,29.00,25.22,,23/07/2007,16,26.1,1,,0,GARIS,
PER,7501039270387,,JOCKEY ROLL 50 ML CUERO,50 ML,1,PZA,14.70,12.78,14.70,12.78,19.00,16.52,,23/07/2007,16,29.3,0,,0,,
PER,7501039270394,,JOCKEY ROLL 50 ML FOUGERE,50 ML,1,PZA,14.70,12.78,14.70,12.78,19.00,16.52,,23/07/2007,16,29.3,0,,0,,
PER,7501039270370,,JOCKEY BARRA 60 G CITRUS,60 G,1,PZA,23.00,20.00,23.00,20.00,29.00,25.22,,23/07/2007,16,26.1,2,,0,GARIS,
PER,7791293074825,,PATRICHS VOMO 164 ML,164 ML,1,PZA,31.90,27.74,31.90,27.74,39.00,33.91,,23/07/2007,16,22.3,-1,,0,GARIS,
DUL,7501030449171,SABRITAS,CHIPS 46 G PARAISO,,1,BOLSA,0.00,5.04,0.00,5.04,0.00,6.00,24/07/2007,24/07/2007,0,19.0,-4,,0,BARCE,
ABA,717557008044,,LAPOSSE 200 GR CAFE,200 GR,1,BOLSA,0.00,12.50,0.00,12.50,0.00,16.00,24/01/2011,24/01/2011,0,28.0,-5,,0,GARIS,
ABA,717557007047,DULCERIA,LAPOSSE 200 GR RON MANTEQUILLA,200 GR,1,BOLSA,0.00,12.50,0.00,12.50,0.00,15.80,10/09/2009,10/09/2009,0,26.4,-9,,0,GARIS,
PAP,0,,CLIPS MARIPOSA NO 2 ACME,2,1,CAJA,12.32,10.71,12.32,10.71,16.50,14.34,30/07/2009,30/07/2009,16,33.9,0,,0,TONY,
PAP,0,,SEPARADOR CARTA MENSUAL ENE-DIC,CARTA,1,PTE,16.99,14.77,16.99,14.77,23.80,20.70,,28/07/2007,16,40.1,0,,0,CUAHU,
PAP,7501047710097,,ESTUCHE GEOMET CHICO,CHICO,1,PZA,7.65,6.59,7.65,6.59,11.50,9.91,26/08/2010,26/08/2010,16,50.3,0,,0,TONY,
